order_id,customer_id,customer_age,customer_gender,customer_country,customer_segment,is_repeat_customer,order_date,ship_date,delivery_date,order_status,product_id,product_name,brand,category,unit_price,quantity,discount_percent,discount_amount,subtotal,tax_rate,tax_amount,shipping_cost,total_amount,payment_method,shipping_method,product_rating,review_count,is_returned
ORD-107610,CUST-37819,18,Non-Binary,Mexico,Platinum,0,2024-05-23,2024-05-28,2024-06-03,Shipped,PROD-9838,Cycling Helmet,Garmin,Sports & Fitness,273.29,2,0,0.0,546.58,0.1,54.66,0,601.24,Cryptocurrency,Free Shipping,,2338,0
ORD-107611,CUST-19615,67,Female,India,Silver,1,2023-12-14,2023-12-18,2023-12-25,Returned,PROD-7912,Knife Set,KitchenAid,Home & Kitchen,472.5,1,0,0.0,472.5,0.09,42.52,12.99,528.01,Gift Card,In-Store Pickup,,4070,1
ORD-107612,CUST-56132,47,Male,United Kingdom,Platinum,0,2023-01-10,2023-01-14,2023-01-23,Shipped,PROD-5998,Fiction Novel,Hachette,Books,49.16,5,0,0.0,245.8,0.06,14.75,4.99,265.54,Gift Card,Overnight,,3267,0
ORD-107613,CUST-87275,55,Male,Australia,Bronze,0,2023-07-19,2023-07-20,2023-07-21,Delivered,PROD-5704,Science Textbook,Pearson,Books,23.63,4,30,28.36,94.52,0.12,7.94,12.99,87.09,Debit Card,Overnight,3.0,1392,0
ORD-107614,CUST-82430,34,Female,Mexico,Bronze,0,2022-05-10,2022-05-10,2022-05-21,Delivered,PROD-3819,Tech Manual,Wiley,Books,51.25,2,0,0.0,102.5,0.14,14.35,12.99,129.84,Debit Card,Free Shipping,1.5,4105,0
ORD-107615,CUST-53967,67,Prefer not to say,Japan,Gold,1,2021-02-18,2021-02-19,2021-03-05,Delivered,PROD-7193,Self-Help Book,HarperCollins,Books,17.09,3,5,2.56,51.27,0.14,6.82,0,55.53,Debit Card,In-Store Pickup,3.9,4624,0
ORD-107616,CUST-97190,47,Male,India,Platinum,0,2024-01-18,2024-01-25,2024-02-07,Delivered,PROD-2412,Car Seat Cover,AutoBot,Automotive,212.64,7,25,372.12,1488.48,0.12,133.96,0,1250.32,Cryptocurrency,Free Shipping,3.3,1435,0
ORD-107617,CUST-99757,53,Male,United States,Platinum,1,2022-07-24,2022-07-29,2022-08-04,Delivered,PROD-8088,Jacket,Zara,Clothing,184.47,2,0,0.0,368.94,0.09,33.2,19.99,422.13,Debit Card,Free Shipping,4.1,4273,0
ORD-107618,CUST-66640,32,Female,Mexico,Bronze,1,2022-11-20,2022-11-22,2022-11-30,Shipped,PROD-9410,Speaker,Lenovo,Electronics,1708.88,3,25,1281.66,5126.64,0.08,307.6,19.99,4172.57,Debit Card,In-Store Pickup,,258,0
ORD-107619,CUST-52292,21,Non-Binary,Mexico,Bronze,0,2022-10-11,2022-10-17,2022-10-27,Delivered,PROD-8966,Keyboard,Apple,Electronics,198.6,9,15,268.11,1787.4,0.09,136.74,0,1656.03,Credit Card,Express,2.2,4914,0
ORD-107620,CUST-78629,35,Prefer not to say,France,Silver,1,2022-02-01,2022-02-06,2022-02-20,Delivered,PROD-7916,Self-Help Book,Wiley,Books,29.79,8,15,35.75,238.32,0.08,16.21,0,218.78,Credit Card,In-Store Pickup,1.1,1973,0
ORD-107621,CUST-79240,22,Non-Binary,United Kingdom,Gold,1,2022-05-14,2022-05-14,2022-05-22,Delivered,PROD-7644,Vacuum Cleaner,Breville,Home & Kitchen,382.63,7,10,267.84,2678.41,0.11,265.16,0,2675.73,Apple Pay,Free Shipping,1.6,4364,0
ORD-107622,CUST-29371,46,Male,Germany,Silver,1,2021-05-06,2021-05-11,2021-05-25,Processing,PROD-6446,LED Lights,3M,Automotive,102.77,6,5,30.83,616.62,0.13,76.15,12.99,674.93,Apple Pay,In-Store Pickup,,2361,0
ORD-107623,CUST-50346,31,Male,France,Gold,1,2021-01-20,2021-01-23,2021-02-04,Delivered,PROD-5237,Knife Set,Breville,Home & Kitchen,482.27,4,0,0.0,1929.08,0.06,115.74,12.99,2057.81,Apple Pay,Standard,2.4,1587,0
ORD-107624,CUST-24325,72,Non-Binary,Germany,Platinum,0,2021-11-07,2021-11-10,2021-11-12,Delivered,PROD-1412,Shorts,Puma,Clothing,91.08,2,0,0.0,182.16,0.08,14.57,0,196.73,Cryptocurrency,Free Shipping,4.1,2876,0
ORD-107625,CUST-60741,54,Prefer not to say,Mexico,Platinum,0,2023-09-07,2023-09-11,2023-09-25,Delivered,PROD-4753,Perfume,Neutrogena,Beauty & Personal Care,34.25,1,20,6.85,34.25,0.05,1.37,0,28.77,Apple Pay,Standard,3.2,1049,0
ORD-107626,CUST-50582,36,Male,United Kingdom,Platinum,0,2022-01-17,2022-01-18,2022-01-23,Delivered,PROD-3771,LEGO Set,Hot Wheels,Toys & Games,140.09,4,20,112.07,560.36,0.1,44.83,19.99,513.11,Gift Card,Standard,3.8,3533,0
ORD-107627,CUST-66951,74,Male,Japan,Bronze,1,2021-06-10,2021-06-17,2021-06-23,Delivered,PROD-3078,Skirt,H&M,Clothing,47.26,3,0,0.0,141.78,0.14,19.85,4.99,166.62,Cryptocurrency,Free Shipping,1.6,2354,0
ORD-107628,CUST-93805,60,Non-Binary,United Kingdom,Bronze,1,2022-09-14,2022-09-14,2022-09-24,Delivered,PROD-1657,Car Vacuum,Philips,Automotive,201.49,4,15,120.89,805.96,0.08,54.81,4.99,744.87,Bank Transfer,Express,3.1,2157,0
ORD-107629,CUST-91670,60,Non-Binary,Germany,Bronze,1,2022-08-20,2022-08-23,2022-08-29,Cancelled,PROD-1500,Keyboard,Lenovo,Electronics,775.64,6,30,1396.15,4653.84,0.13,423.5,0,3681.19,Google Pay,Standard,,3600,0
ORD-107630,CUST-25197,58,Prefer not to say,India,Platinum,0,2021-01-28,2021-01-28,2021-02-10,Delivered,PROD-9313,Yoga Mat,Garmin,Sports & Fitness,109.54,1,0,0.0,109.54,0.15,16.43,19.99,145.96,Google Pay,Express,1.5,2113,0
ORD-107631,CUST-35635,48,Non-Binary,India,Platinum,0,2023-02-03,2023-02-08,2023-02-16,Delivered,PROD-1154,Self-Help Book,Hachette,Books,6.58,9,0,0.0,59.22,0.11,6.51,19.99,85.72,PayPal,Overnight,4.6,1861,0
ORD-107632,CUST-85333,75,Prefer not to say,France,Bronze,1,2024-05-15,2024-05-16,2024-05-20,Cancelled,PROD-4896,Water Bottle,Wilson,Sports & Fitness,42.21,3,5,6.33,126.63,0.08,9.62,19.99,149.91,Gift Card,Express,,309,0
ORD-107633,CUST-28209,72,Female,India,Gold,0,2024-09-08,2024-09-15,2024-09-25,Processing,PROD-8471,Educational Toy,Hasbro,Toys & Games,135.95,3,0,0.0,407.85,0.08,32.63,7.99,448.47,Google Pay,Overnight,,2710,0
ORD-107634,CUST-58236,50,Non-Binary,Mexico,Silver,0,2021-07-29,2021-07-31,2021-08-11,Delivered,PROD-7948,Business Book,Hachette,Books,59.36,4,15,35.62,237.44,0.08,16.15,0,217.97,Apple Pay,Free Shipping,1.2,445,0
ORD-107635,CUST-59202,23,Female,Japan,Bronze,1,2024-06-05,2024-06-06,2024-06-20,Returned,PROD-3944,Jump Rope,Reebok,Sports & Fitness,89.65,10,0,0.0,896.5,0.08,71.72,12.99,981.21,Credit Card,Express,,2251,1
ORD-107636,CUST-67052,73,Male,Germany,Platinum,1,2022-07-12,2022-07-17,2022-07-26,Delivered,PROD-7467,Chess Set,Hot Wheels,Toys & Games,140.11,5,30,210.17,700.55,0.05,24.52,4.99,519.89,Credit Card,In-Store Pickup,2.5,1645,0
ORD-107637,CUST-66388,45,Female,Germany,Platinum,0,2024-10-12,2024-10-12,2024-10-23,Delivered,PROD-3255,Fiction Novel,Hachette,Books,34.63,3,15,15.58,103.89,0.09,7.95,0,96.26,Gift Card,Standard,2.2,1141,0
ORD-107638,CUST-19159,32,Prefer not to say,Australia,Silver,1,2022-02-01,2022-02-06,2022-02-18,Cancelled,PROD-6428,Running Shoes,Spalding,Sports & Fitness,147.16,10,15,220.74,1471.6,0.14,175.12,19.99,1445.97,Google Pay,In-Store Pickup,,114,0
ORD-107639,CUST-92921,44,Male,Germany,Platinum,0,2023-11-11,2023-11-15,2023-11-24,Processing,PROD-1472,Lip Balm,L'Oreal,Beauty & Personal Care,109.97,4,0,0.0,439.88,0.06,26.39,12.99,479.26,Google Pay,Free Shipping,,3427,0
ORD-107640,CUST-11937,41,Non-Binary,Canada,Gold,1,2022-08-06,2022-08-13,2022-08-25,Shipped,PROD-8922,Electric Shaver,L'Oreal,Beauty & Personal Care,130.92,5,30,196.38,654.6,0.09,41.24,0,499.46,Bank Transfer,Free Shipping,,2290,0
ORD-107641,CUST-89941,59,Female,Mexico,Platinum,1,2023-02-05,2023-02-11,2023-02-19,Returned,PROD-1541,Foam Roller,Fitbit,Sports & Fitness,141.2,5,0,0.0,706.0,0.15,105.9,0,811.9,Cryptocurrency,Free Shipping,,404,1
ORD-107642,CUST-65739,61,Female,Brazil,Bronze,1,2024-06-01,2024-06-04,2024-06-05,Delivered,PROD-9218,Fiction Novel,Hachette,Books,47.89,1,0,0.0,47.89,0.06,2.87,7.99,58.75,Cryptocurrency,Express,3.9,3339,0
ORD-107643,CUST-30431,54,Male,Australia,Silver,1,2023-03-10,2023-03-17,2023-03-31,Delivered,PROD-8230,Electric Shaver,Olay,Beauty & Personal Care,17.91,1,0,0.0,17.91,0.08,1.43,4.99,24.33,Cryptocurrency,Free Shipping,1.9,447,0
ORD-107644,CUST-16220,32,Non-Binary,Mexico,Gold,0,2023-05-02,2023-05-02,2023-05-05,Delivered,PROD-4147,Fiction Novel,Simon & Schuster,Books,13.24,7,20,18.54,92.68,0.08,5.93,0,80.07,PayPal,Standard,4.3,1367,0
ORD-107645,CUST-64135,23,Male,Germany,Gold,0,2022-12-25,2022-12-27,2023-01-06,Cancelled,PROD-9623,Speaker,LG,Electronics,1367.01,1,5,68.35,1367.01,0.05,64.93,19.99,1383.58,Apple Pay,Free Shipping,,3249,0
ORD-107646,CUST-69953,69,Male,Mexico,Silver,1,2024-11-27,2024-11-28,2024-12-08,Delivered,PROD-7958,Car Vacuum,Thule,Automotive,97.4,3,10,29.22,292.2,0.11,28.93,0,291.91,Apple Pay,Free Shipping,2.5,613,0
ORD-107647,CUST-46919,55,Non-Binary,Germany,Bronze,0,2022-04-19,2022-04-21,2022-04-25,Pending,PROD-5356,Science Textbook,Oxford,Books,43.4,8,30,104.16,347.2,0.08,19.44,4.99,267.47,Credit Card,Express,,4963,0
ORD-107648,CUST-56756,24,Non-Binary,Brazil,Silver,1,2022-02-07,2022-02-09,2022-02-11,Cancelled,PROD-2757,Boots,Reebok,Clothing,171.86,2,0,0.0,343.72,0.06,20.62,0,364.34,Gift Card,Standard,,510,0
ORD-107649,CUST-72111,64,Male,United Kingdom,Bronze,1,2024-08-20,2024-08-21,2024-08-30,Processing,PROD-1756,Foam Roller,Adidas,Sports & Fitness,253.47,4,15,152.08,1013.88,0.12,103.42,0,965.22,PayPal,Standard,,3504,0
ORD-107650,CUST-68341,72,Male,Brazil,Silver,1,2022-01-29,2022-01-31,2022-02-07,Delivered,PROD-1740,Car Phone Mount,Nextbase,Automotive,147.19,1,20,29.44,147.19,0.07,8.24,0,125.99,Apple Pay,In-Store Pickup,2.2,101,0
ORD-107651,CUST-23388,72,Prefer not to say,Germany,Gold,0,2024-01-09,2024-01-15,2024-01-21,Delivered,PROD-9695,Biography,Random House,Books,65.09,10,0,0.0,650.9,0.09,58.58,19.99,729.47,Google Pay,Express,3.6,2990,0
ORD-107652,CUST-42190,45,Non-Binary,Canada,Silver,0,2023-08-10,2023-08-16,2023-08-17,Delivered,PROD-4245,LED Lights,3M,Automotive,275.73,2,15,82.72,551.46,0.15,70.31,0,539.05,Google Pay,Free Shipping,4.2,4965,0
ORD-107653,CUST-58974,48,Female,Japan,Gold,1,2021-03-10,2021-03-13,2021-03-14,Shipped,PROD-4206,Shorts,H&M,Clothing,209.21,6,0,0.0,1255.26,0.14,175.74,4.99,1435.99,Credit Card,In-Store Pickup,,3318,0
ORD-107654,CUST-69566,68,Female,Canada,Silver,1,2024-03-30,2024-04-06,2024-04-17,Delivered,PROD-3285,Air Fryer,Tefal,Home & Kitchen,432.14,6,20,518.57,2592.84,0.12,248.91,0,2323.18,Debit Card,Free Shipping,4.6,928,0
ORD-107655,CUST-63286,28,Male,Japan,Bronze,0,2022-12-14,2022-12-19,2022-12-20,Delivered,PROD-4901,Skirt,Levi's,Clothing,91.27,2,0,0.0,182.54,0.15,27.38,19.99,229.91,Cryptocurrency,Free Shipping,3.8,1571,0
ORD-107656,CUST-51629,62,Female,Australia,Gold,0,2021-09-29,2021-10-03,2021-10-11,Delivered,PROD-5517,Boots,Under Armour,Clothing,220.63,3,0,0.0,661.89,0.09,59.57,19.99,741.45,Bank Transfer,Free Shipping,4.1,3772,0
ORD-107657,CUST-76156,35,Non-Binary,Brazil,Gold,1,2024-08-29,2024-09-05,2024-09-14,Delivered,PROD-7295,Dash Cam,WeatherTech,Automotive,69.55,4,15,41.73,278.2,0.13,30.74,12.99,280.2,Cryptocurrency,Standard,2.0,1328,0
ORD-107658,CUST-96582,60,Female,Germany,Platinum,0,2024-02-08,2024-02-11,2024-02-23,Cancelled,PROD-5752,Camera,Lenovo,Electronics,1233.65,7,0,0.0,8635.55,0.11,949.91,0,9585.46,Google Pay,In-Store Pickup,,1573,0
ORD-107659,CUST-33969,28,Female,Canada,Gold,1,2021-12-15,2021-12-16,2021-12-23,Delivered,PROD-1086,Fitness Tracker,Wilson,Sports & Fitness,205.45,4,30,246.54,821.8,0.12,69.03,7.99,652.28,Apple Pay,Free Shipping,3.2,3596,0
ORD-107660,CUST-31554,64,Non-Binary,India,Silver,1,2023-02-22,2023-02-27,2023-03-04,Returned,PROD-1139,Science Textbook,Random House,Books,13.29,4,0,0.0,53.16,0.14,7.44,0,60.6,Debit Card,Free Shipping,,2388,1
ORD-107661,CUST-77650,33,Male,Brazil,Silver,0,2024-08-14,2024-08-15,2024-08-29,Delivered,PROD-3517,Perfume,Braun,Beauty & Personal Care,18.98,2,5,1.9,37.96,0.1,3.61,12.99,52.66,PayPal,Free Shipping,3.7,4866,0
ORD-107662,CUST-67796,62,Female,Australia,Gold,0,2023-06-03,2023-06-06,2023-06-11,Delivered,PROD-6237,Lamp,Tefal,Home & Kitchen,418.97,8,15,502.76,3351.76,0.09,256.41,12.99,3118.4,Apple Pay,Free Shipping,4.5,3822,0
ORD-107663,CUST-53537,74,Female,Australia,Gold,0,2024-11-15,2024-11-22,2024-12-06,Delivered,PROD-7628,Jump Rope,Fitbit,Sports & Fitness,293.89,4,30,352.67,1175.56,0.1,82.29,0,905.18,Credit Card,Standard,2.4,2846,0
ORD-107664,CUST-36529,63,Female,United Kingdom,Gold,0,2021-12-15,2021-12-15,2021-12-26,Delivered,PROD-2434,Tire Inflator,WeatherTech,Automotive,52.81,9,5,23.76,475.29,0.14,63.21,19.99,534.73,Debit Card,Overnight,2.1,2341,0
ORD-107665,CUST-90350,59,Female,United Kingdom,Silver,1,2021-07-24,2021-07-27,2021-08-06,Delivered,PROD-6785,Keyboard,Dell,Electronics,2391.23,8,10,1912.98,19129.84,0.08,1377.35,4.99,18599.2,Apple Pay,In-Store Pickup,3.6,3973,0
ORD-107666,CUST-31592,75,Male,Mexico,Gold,0,2022-10-26,2022-11-01,2022-11-10,Delivered,PROD-2655,Air Fryer,Dyson,Home & Kitchen,408.49,6,10,245.09,2450.94,0.12,264.7,0,2470.55,PayPal,Express,3.5,941,0
ORD-107667,CUST-68903,75,Prefer not to say,Mexico,Platinum,1,2022-08-19,2022-08-19,2022-09-01,Delivered,PROD-7848,Knife Set,Dyson,Home & Kitchen,409.59,4,15,245.75,1638.36,0.1,139.26,12.99,1544.86,Bank Transfer,Free Shipping,2.5,327,0
ORD-107668,CUST-15488,64,Non-Binary,Canada,Bronze,0,2022-01-02,2022-01-09,2022-01-23,Delivered,PROD-2605,Cookbook,HarperCollins,Books,48.36,1,30,14.51,48.36,0.09,3.05,4.99,41.89,Credit Card,Free Shipping,4.9,4143,0
ORD-107669,CUST-65588,46,Non-Binary,Australia,Platinum,0,2024-10-27,2024-10-29,2024-11-05,Returned,PROD-3934,Fitness Tracker,Adidas,Sports & Fitness,47.17,6,0,0.0,283.02,0.11,31.13,4.99,319.14,Bank Transfer,Express,,2459,1
ORD-107670,CUST-38869,45,Male,Mexico,Silver,0,2024-12-04,2024-12-07,2024-12-16,Delivered,PROD-2298,History Book,HarperCollins,Books,66.96,1,0,0.0,66.96,0.07,4.69,12.99,84.64,Debit Card,Overnight,4.6,3353,0
ORD-107671,CUST-73427,62,Non-Binary,United Kingdom,Bronze,0,2022-06-13,2022-06-20,2022-06-29,Delivered,PROD-9779,Car Phone Mount,Blackvue,Automotive,119.28,10,15,178.92,1192.8,0.1,101.39,7.99,1123.26,Apple Pay,Overnight,1.6,1327,0
ORD-107672,CUST-93955,57,Prefer not to say,Australia,Platinum,0,2021-06-06,2021-06-13,2021-06-26,Pending,PROD-7148,Air Freshener,Thule,Automotive,287.53,5,30,431.29,1437.65,0.07,70.45,4.99,1081.8,Apple Pay,Free Shipping,,1914,0
ORD-107673,CUST-80225,66,Female,Mexico,Bronze,0,2024-08-12,2024-08-18,2024-08-31,Delivered,PROD-2145,Perfume,CeraVe,Beauty & Personal Care,54.09,9,25,121.7,486.81,0.06,21.91,19.99,407.01,Cryptocurrency,Free Shipping,2.6,781,0
ORD-107674,CUST-21127,56,Female,Japan,Gold,1,2024-02-27,2024-02-29,2024-03-05,Shipped,PROD-5854,Moisturizer,The Ordinary,Beauty & Personal Care,136.73,7,15,143.57,957.11,0.11,89.49,7.99,911.02,Apple Pay,Overnight,,711,0
ORD-107675,CUST-60537,28,Prefer not to say,Canada,Bronze,0,2021-06-29,2021-07-03,2021-07-13,Delivered,PROD-3288,Tablet,Logitech,Electronics,430.77,1,5,21.54,430.77,0.09,36.83,19.99,466.05,Bank Transfer,Standard,2.8,3671,0
ORD-107676,CUST-60874,46,Female,Japan,Bronze,0,2022-12-16,2022-12-23,2023-01-04,Delivered,PROD-5989,Action Figure,Melissa & Doug,Toys & Games,14.75,3,10,4.42,44.25,0.13,5.18,12.99,58.0,PayPal,Standard,2.3,2536,0
ORD-107677,CUST-19988,61,Non-Binary,Germany,Platinum,1,2021-01-13,2021-01-17,2021-01-30,Delivered,PROD-6383,Cookbook,Macmillan,Books,59.72,3,0,0.0,179.16,0.07,12.54,12.99,204.69,Gift Card,Free Shipping,3.0,1419,0
ORD-107678,CUST-40839,47,Prefer not to say,United States,Platinum,1,2022-04-21,2022-04-28,2022-05-10,Delivered,PROD-7680,Chess Set,Barbie,Toys & Games,162.45,9,0,0.0,1462.05,0.11,160.83,7.99,1630.87,Bank Transfer,Express,4.8,1077,0
ORD-107679,CUST-70886,54,Female,Mexico,Bronze,0,2022-03-15,2022-03-21,2022-03-26,Delivered,PROD-6365,Air Fryer,Breville,Home & Kitchen,492.55,1,5,24.63,492.55,0.09,42.11,19.99,530.02,PayPal,Overnight,1.1,2922,0
ORD-107680,CUST-83760,32,Prefer not to say,France,Gold,1,2022-01-16,2022-01-22,2022-02-04,Processing,PROD-9272,Sunscreen SPF50,L'Oreal,Beauty & Personal Care,34.87,1,25,8.72,34.87,0.05,1.31,0,27.46,Bank Transfer,In-Store Pickup,,3708,0
ORD-107681,CUST-68287,34,Female,United States,Gold,1,2022-06-20,2022-06-27,2022-07-06,Delivered,PROD-3356,Car Vacuum,Philips,Automotive,227.35,10,30,682.05,2273.5,0.1,159.15,12.99,1763.59,Credit Card,Free Shipping,1.1,2770,0
ORD-107682,CUST-68633,61,Female,France,Bronze,1,2022-08-03,2022-08-05,2022-08-18,Delivered,PROD-2282,Jeans,Uniqlo,Clothing,68.63,2,25,34.31,137.26,0.07,7.21,0,110.16,Gift Card,Overnight,2.1,1783,0
ORD-107683,CUST-21504,30,Prefer not to say,Canada,Silver,1,2024-09-23,2024-09-24,2024-10-02,Delivered,PROD-6693,Children's Book,Oxford,Books,36.9,2,0,0.0,73.8,0.14,10.33,0,84.13,Cryptocurrency,Express,4.8,4478,0
ORD-107684,CUST-34305,35,Prefer not to say,India,Gold,0,2023-01-21,2023-01-25,2023-02-03,Returned,PROD-8566,Fantasy Novel,HarperCollins,Books,52.53,6,0,0.0,315.18,0.11,34.67,4.99,354.84,Apple Pay,Overnight,,2142,1
ORD-107685,CUST-53455,47,Female,Japan,Platinum,1,2022-06-20,2022-06-27,2022-07-02,Delivered,PROD-6926,Perfume,Nivea,Beauty & Personal Care,173.6,4,30,208.32,694.4,0.1,48.61,0,534.69,PayPal,In-Store Pickup,3.5,692,0
ORD-107686,CUST-65182,28,Non-Binary,Brazil,Platinum,0,2023-04-15,2023-04-17,2023-04-24,Delivered,PROD-7979,Moisturizer,Nivea,Beauty & Personal Care,37.47,4,30,44.96,149.88,0.11,11.54,0,116.46,Credit Card,Free Shipping,3.1,3237,0
ORD-107687,CUST-77518,57,Female,Japan,Platinum,1,2022-01-15,2022-01-22,2022-01-30,Delivered,PROD-9166,Smartwatch,Samsung,Electronics,2114.16,5,0,0.0,10570.8,0.1,1057.08,0,11627.88,Google Pay,In-Store Pickup,1.5,1585,0
ORD-107688,CUST-14331,21,Non-Binary,United States,Silver,1,2021-07-03,2021-07-08,2021-07-14,Delivered,PROD-6796,Cycling Helmet,Garmin,Sports & Fitness,292.21,3,20,175.33,876.63,0.11,77.14,19.99,798.43,Credit Card,Express,3.1,1908,0
ORD-107689,CUST-57315,54,Non-Binary,Canada,Gold,0,2023-02-14,2023-02-15,2023-02-23,Cancelled,PROD-9124,Dress,Uniqlo,Clothing,199.94,4,30,239.93,799.76,0.1,55.98,19.99,635.8,PayPal,Standard,,3604,0
ORD-107690,CUST-57026,24,Female,United States,Silver,1,2023-05-17,2023-05-17,2023-05-29,Delivered,PROD-4061,Yoga Mat,Puma,Sports & Fitness,383.19,5,0,0.0,1915.95,0.06,114.96,4.99,2035.9,Apple Pay,Free Shipping,3.6,3203,0
ORD-107691,CUST-12196,75,Prefer not to say,Australia,Silver,1,2023-09-10,2023-09-14,2023-09-24,Delivered,PROD-9754,Sneakers,Nike,Clothing,235.02,5,10,117.51,1175.1,0.07,74.03,7.99,1139.61,Google Pay,In-Store Pickup,2.7,2317,0
ORD-107692,CUST-80689,29,Prefer not to say,Japan,Bronze,0,2021-03-07,2021-03-11,2021-03-21,Delivered,PROD-6271,Speaker,Dell,Electronics,666.84,9,5,300.08,6001.56,0.08,456.12,0,6157.6,Debit Card,Standard,5.0,3519,0
ORD-107693,CUST-31726,73,Prefer not to say,United Kingdom,Gold,1,2021-10-07,2021-10-10,2021-10-13,Delivered,PROD-6779,Card Game,Melissa & Doug,Toys & Games,216.99,2,10,43.4,433.98,0.12,46.87,7.99,445.44,Google Pay,Standard,3.9,3730,0
ORD-107694,CUST-85589,64,Non-Binary,Germany,Gold,0,2024-02-02,2024-02-07,2024-02-17,Delivered,PROD-1772,Jeans,Zara,Clothing,146.96,3,15,66.13,440.88,0.1,37.48,7.99,420.22,Debit Card,Express,4.6,1486,0
ORD-107695,CUST-62097,44,Non-Binary,India,Platinum,1,2023-11-08,2023-11-10,2023-11-14,Delivered,PROD-1402,Card Game,VTech,Toys & Games,230.99,8,15,277.19,1847.92,0.09,141.37,12.99,1725.09,Google Pay,Express,1.7,2139,0
ORD-107696,CUST-26321,20,Male,Mexico,Platinum,0,2021-07-12,2021-07-15,2021-07-17,Processing,PROD-9191,Monitor,HP,Electronics,125.95,8,30,302.28,1007.6,0.11,77.59,12.99,795.9,Debit Card,Express,,1837,0
ORD-107697,CUST-23428,68,Female,Australia,Gold,0,2023-08-07,2023-08-09,2023-08-22,Processing,PROD-1176,Business Book,Random House,Books,12.04,6,10,7.22,72.24,0.05,3.25,12.99,81.26,Bank Transfer,Free Shipping,,799,0
ORD-107698,CUST-13628,45,Prefer not to say,India,Platinum,1,2024-01-16,2024-01-18,2024-01-22,Processing,PROD-6634,Educational Toy,Melissa & Doug,Toys & Games,239.35,3,5,35.9,718.05,0.08,54.57,12.99,749.71,Gift Card,Express,,1036,0
ORD-107699,CUST-87354,71,Male,Japan,Gold,1,2022-06-05,2022-06-10,2022-06-19,Cancelled,PROD-2222,Business Book,Pearson,Books,56.41,7,25,98.72,394.87,0.07,20.73,0,316.88,Google Pay,Express,,2781,0
ORD-107700,CUST-25503,22,Non-Binary,Australia,Silver,0,2021-07-03,2021-07-08,2021-07-17,Delivered,PROD-1190,Hoodie,Gap,Clothing,213.95,1,5,10.7,213.95,0.12,24.39,12.99,240.63,Debit Card,Overnight,3.6,682,0
ORD-107701,CUST-27337,39,Non-Binary,United Kingdom,Platinum,0,2024-05-03,2024-05-05,2024-05-10,Shipped,PROD-1308,Sneakers,Nike,Clothing,106.49,8,10,85.19,851.92,0.09,69.01,0,835.74,Debit Card,Standard,,4634,0
ORD-107702,CUST-85357,34,Female,Canada,Bronze,0,2021-06-07,2021-06-13,2021-06-17,Delivered,PROD-9392,Science Textbook,Random House,Books,7.67,10,0,0.0,76.7,0.07,5.37,12.99,95.06,Apple Pay,In-Store Pickup,3.2,1235,0
ORD-107703,CUST-75504,60,Female,Brazil,Gold,1,2021-05-05,2021-05-05,2021-05-08,Delivered,PROD-4785,Dash Cam,Blackvue,Automotive,101.99,5,0,0.0,509.95,0.1,51.0,12.99,573.94,Cryptocurrency,In-Store Pickup,2.1,4466,0
ORD-107704,CUST-11779,31,Prefer not to say,United Kingdom,Gold,1,2024-07-08,2024-07-12,2024-07-24,Cancelled,PROD-2617,Puzzle,Melissa & Doug,Toys & Games,152.88,2,15,45.86,305.76,0.11,28.59,19.99,308.48,PayPal,Overnight,,1164,0
ORD-107705,CUST-44611,70,Male,Mexico,Platinum,1,2023-07-10,2023-07-17,2023-07-22,Delivered,PROD-8987,Yoga Mat,Under Armour,Sports & Fitness,50.85,1,0,0.0,50.85,0.09,4.58,4.99,60.42,Apple Pay,Express,4.4,910,0
ORD-107706,CUST-97659,74,Female,Mexico,Platinum,0,2021-09-07,2021-09-07,2021-09-20,Delivered,PROD-8327,Fantasy Novel,HarperCollins,Books,20.69,7,15,21.72,144.83,0.08,9.85,12.99,145.95,PayPal,Express,2.8,1874,0
ORD-107707,CUST-26244,36,Prefer not to say,Japan,Bronze,1,2024-01-29,2024-01-30,2024-02-13,Delivered,PROD-9046,Headphones,Dell,Electronics,795.71,10,10,795.71,7957.1,0.1,716.14,0,7877.53,Credit Card,Express,4.0,2050,0
ORD-107708,CUST-41523,61,Male,Japan,Silver,0,2021-04-16,2021-04-20,2021-04-22,Delivered,PROD-1192,Educational Toy,VTech,Toys & Games,55.02,8,0,0.0,440.16,0.12,52.82,7.99,500.97,Debit Card,Free Shipping,1.4,803,0
ORD-107709,CUST-64962,46,Female,Brazil,Bronze,1,2024-07-19,2024-07-23,2024-08-01,Delivered,PROD-4100,Jump Starter,Philips,Automotive,27.62,10,0,0.0,276.2,0.08,22.1,12.99,311.29,Gift Card,Free Shipping,3.1,4782,0
ORD-107710,CUST-96653,51,Non-Binary,Mexico,Gold,1,2023-12-16,2023-12-16,2023-12-27,Delivered,PROD-9359,Car Phone Mount,Garmin,Automotive,227.95,1,30,68.39,227.95,0.09,14.36,19.99,193.91,Debit Card,Standard,4.6,1256,0
ORD-107711,CUST-23088,29,Female,India,Platinum,0,2024-09-08,2024-09-12,2024-09-14,Shipped,PROD-5230,Fitness Tracker,Spalding,Sports & Fitness,146.22,10,25,365.55,1462.2,0.11,120.63,12.99,1230.27,Apple Pay,Express,,2397,0
