employee_id,age,gender,marital_status,country,education_level,years_of_experience,department,job_title,employment_type,remote_work,hire_date,tenure_years,base_salary,bonus_percent,bonus_amount,total_compensation,performance_rating,job_satisfaction_score,engagement_score,work_life_balance_score,manager_rating,overtime,trainings_completed,promotions_received,absences_days,attrition,attrition_reason
EMP-108841,44,Female,Divorced,Germany,Bachelor's Degree,14,Data Science,Data Analyst,Full-Time,Yes,2017-03-04,7.8,103295.65,5,5164.78,108460.43,Meets Expectations,4.8,4.0,3.0,4.6,No,9,4,21,Yes,Laid Off
EMP-108842,52,Female,Divorced,UAE,PhD,24,HR,HR Coordinator,Full-Time,Hybrid,2015-09-06,9.3,93512.26,10,9351.23,102863.49,Outstanding,2.4,3.5,4.4,3.4,No,5,3,24,Yes,Terminated
EMP-108843,33,Female,Divorced,Australia,Bachelor's Degree,6,Customer Support,Support Agent,Full-Time,Hybrid,2012-10-21,12.2,76647.98,10,7664.8,84312.78,Exceeds Expectations,1.6,2.8,3.2,3.3,No,10,1,11,No,Still Employed
EMP-108844,53,Non-Binary,Single,Germany,PhD,11,Customer Support,Customer Success,Full-Time,Yes,2017-01-03,8.0,172272.72,15,25840.91,198113.63,Meets Expectations,1.1,3.0,1.4,1.8,Yes,4,0,1,No,Still Employed
EMP-108845,26,Prefer not to say,Divorced,Brazil,PhD,2,Sales,VP of Sales,Contract,No,2011-01-22,14.0,100780.99,20,20156.2,120937.19,Outstanding,1.5,2.0,4.6,3.9,Yes,9,4,7,No,Still Employed
EMP-108846,24,Prefer not to say,Married,France,PhD,0,Data Science,ML Engineer,Full-Time,No,2023-03-21,1.8,139544.35,15,20931.65,160476.0,Meets Expectations,3.2,3.9,4.7,1.8,No,5,2,12,No,Still Employed
EMP-108847,49,Non-Binary,Divorced,Canada,Bachelor's Degree,4,Legal,Attorney,Full-Time,Hybrid,2015-11-05,9.2,178065.4,10,17806.54,195871.94,Outstanding,4.9,3.4,3.0,3.3,No,0,4,13,No,Still Employed
EMP-108848,30,Male,Widowed,United States,PhD,6,Marketing,Brand Manager,Full-Time,Yes,2019-09-17,5.3,65733.73,15,9860.06,75593.79,Meets Expectations,4.9,3.3,2.9,2.9,No,3,5,0,No,Still Employed
EMP-108849,37,Non-Binary,Single,Australia,Bachelor's Degree,5,Product,Product Analyst,Full-Time,Yes,2012-06-18,12.5,134803.55,10,13480.35,148283.9,Meets Expectations,2.1,4.3,5.0,2.8,No,10,2,27,Yes,Retired
EMP-108850,45,Female,Widowed,Brazil,Bachelor's Degree,10,Product,Product Manager,Full-Time,No,2023-01-07,2.0,160516.59,25,40129.15,200645.74,Exceeds Expectations,1.4,1.2,3.3,1.2,Yes,3,2,6,No,Still Employed
EMP-108851,22,Male,Divorced,United Kingdom,Associate Degree,0,Sales,VP of Sales,Full-Time,No,2015-08-10,9.4,139338.56,15,20900.78,160239.34,Outstanding,3.9,4.5,3.0,4.9,No,4,5,18,No,Still Employed
EMP-108852,43,Non-Binary,Divorced,France,PhD,20,Engineering,QA Engineer,Full-Time,No,2017-04-17,7.7,148206.05,20,29641.21,177847.26,Meets Expectations,2.9,3.7,3.4,2.4,Yes,9,3,4,No,Still Employed
EMP-108853,37,Female,Widowed,France,Associate Degree,12,Finance,Financial Analyst,Full-Time,Hybrid,2016-02-07,8.9,131192.91,0,0.0,131192.91,Outstanding,2.8,2.9,4.2,4.2,No,7,3,29,No,Still Employed
EMP-108854,59,Prefer not to say,Widowed,Singapore,Bachelor's Degree,23,Customer Support,Technical Support,Contract,Hybrid,2016-09-26,8.3,146836.09,20,29367.22,176203.31,Outstanding,4.6,3.3,2.2,4.2,Yes,1,3,11,No,Still Employed
EMP-108855,29,Female,Widowed,United States,Master's Degree,4,HR,Compensation Analyst,Full-Time,Yes,2018-05-21,6.6,32839.91,25,8209.98,41049.89,Exceeds Expectations,2.0,2.0,2.5,1.9,Yes,6,3,3,No,Still Employed
EMP-108856,31,Prefer not to say,Married,Germany,Associate Degree,2,HR,HRBP,Full-Time,No,2012-08-22,12.4,84551.42,15,12682.71,97234.13,Meets Expectations,2.7,3.5,2.8,1.1,Yes,10,4,14,No,Still Employed
EMP-108857,25,Female,Widowed,United States,Bachelor's Degree,2,Customer Support,Customer Success,Full-Time,No,2020-06-29,4.5,172989.71,10,17298.97,190288.68,Exceeds Expectations,2.3,4.6,1.6,1.4,Yes,1,2,27,Yes,Retired
EMP-108858,49,Female,Married,India,Master's Degree,18,Marketing,Marketing Analyst,Full-Time,Yes,2018-06-03,6.6,141437.74,5,7071.89,148509.63,Meets Expectations,3.0,2.5,3.9,2.5,No,0,5,7,No,Still Employed
EMP-108859,28,Prefer not to say,Divorced,Singapore,Associate Degree,3,Data Science,Data Analyst,Part-Time,No,2019-02-24,5.9,32226.13,0,0.0,32226.13,Exceeds Expectations,2.8,5.0,4.3,3.3,No,3,4,2,No,Still Employed
EMP-108860,48,Prefer not to say,Single,United Kingdom,Master's Degree,4,Customer Support,Support Manager,Full-Time,No,2024-01-18,1.0,42941.27,10,4294.13,47235.4,Meets Expectations,1.8,2.1,3.5,1.7,No,6,5,27,No,Still Employed
EMP-108861,34,Non-Binary,Widowed,UAE,Associate Degree,12,Engineering,QA Engineer,Full-Time,Yes,2022-10-21,2.2,139332.87,0,0.0,139332.87,Needs Improvement,2.0,2.8,2.8,3.7,Yes,1,5,10,No,Still Employed
EMP-108862,58,Male,Single,UAE,Master's Degree,10,Marketing,Content Strategist,Remote,Yes,2020-10-31,4.2,86816.45,10,8681.65,95498.1,Meets Expectations,1.2,2.5,3.1,2.3,Yes,10,4,4,Yes,Resigned
EMP-108863,54,Non-Binary,Widowed,Germany,Master's Degree,26,Data Science,ML Engineer,Full-Time,Hybrid,2012-12-31,12.0,95450.1,25,23862.53,119312.63,Needs Improvement,4.0,1.4,1.4,3.4,Yes,6,1,30,No,Still Employed
EMP-108864,47,Prefer not to say,Divorced,UAE,Associate Degree,24,Data Science,BI Developer,Full-Time,No,2014-12-20,10.0,90872.21,10,9087.22,99959.43,Exceeds Expectations,1.2,4.1,2.5,2.5,Yes,3,1,9,No,Still Employed
EMP-108865,58,Non-Binary,Divorced,Brazil,Bachelor's Degree,20,Sales,BDR,Full-Time,No,2020-08-09,4.4,104145.5,25,26036.38,130181.88,Exceeds Expectations,4.9,1.4,1.7,1.3,No,6,2,10,No,Still Employed
EMP-108866,59,Non-Binary,Married,UAE,PhD,4,Legal,Legal Analyst,Full-Time,No,2020-03-05,4.8,92031.2,5,4601.56,96632.76,Meets Expectations,1.7,2.4,1.7,4.2,Yes,10,2,22,No,Still Employed
EMP-108867,31,Female,Married,Singapore,Associate Degree,1,Product,Product Manager,Full-Time,Hybrid,2012-01-21,13.0,148032.91,10,14803.29,162836.2,Exceeds Expectations,4.8,4.6,2.0,3.6,Yes,7,0,12,No,Still Employed
EMP-108868,32,Male,Single,Brazil,Associate Degree,8,Legal,Legal Counsel,Full-Time,No,2010-08-14,14.4,103720.13,25,25930.03,129650.16,Meets Expectations,4.5,4.2,2.8,4.3,No,8,0,15,No,Still Employed
EMP-108869,50,Prefer not to say,Married,India,PhD,26,Legal,Compliance Officer,Full-Time,No,2014-07-15,10.5,102011.21,25,25502.8,127514.01,Exceeds Expectations,1.1,3.8,4.9,3.4,No,0,2,8,No,Still Employed
EMP-108870,44,Non-Binary,Married,Singapore,Master's Degree,3,Customer Support,Support Manager,Full-Time,Hybrid,2022-08-22,2.4,123029.84,10,12302.98,135332.82,Meets Expectations,2.8,3.5,2.5,3.5,No,3,3,1,Yes,Resigned
EMP-108871,46,Non-Binary,Widowed,UAE,High School,3,HR,HR Coordinator,Full-Time,Yes,2020-05-23,4.6,163031.7,5,8151.59,171183.29,Meets Expectations,1.8,1.0,4.0,3.9,Yes,9,2,20,No,Still Employed
EMP-108872,54,Prefer not to say,Married,UAE,Associate Degree,7,Marketing,Brand Manager,Contract,Hybrid,2012-12-26,12.0,145455.92,25,36363.98,181819.9,Meets Expectations,3.5,1.8,4.6,1.7,Yes,5,5,6,No,Still Employed
EMP-108873,34,Male,Widowed,United Kingdom,Associate Degree,4,Marketing,Marketing Analyst,Full-Time,Yes,2023-06-22,1.5,84109.17,0,0.0,84109.17,Exceeds Expectations,3.7,2.9,2.1,4.0,No,10,5,21,No,Still Employed
EMP-108874,24,Non-Binary,Widowed,Singapore,Bachelor's Degree,2,Operations,Process Analyst,Full-Time,Yes,2014-05-18,10.6,98847.72,0,0.0,98847.72,Meets Expectations,3.8,1.9,1.4,2.4,Yes,9,4,8,No,Still Employed
EMP-108875,45,Male,Single,Australia,Bachelor's Degree,9,Marketing,Marketing Analyst,Full-Time,Hybrid,2014-06-21,10.5,60656.56,15,9098.48,69755.04,Exceeds Expectations,4.4,2.2,4.9,3.4,No,9,4,21,No,Still Employed
EMP-108876,56,Prefer not to say,Single,Brazil,Master's Degree,12,Marketing,Content Strategist,Remote,Hybrid,2014-09-14,10.3,107972.09,20,21594.42,129566.51,Meets Expectations,1.9,4.0,2.5,1.9,Yes,7,0,17,No,Still Employed
EMP-108877,37,Female,Divorced,Brazil,Associate Degree,6,Product,Product Owner,Full-Time,Hybrid,2011-05-10,13.7,123229.4,10,12322.94,135552.34,Exceeds Expectations,1.7,3.0,2.3,1.3,No,7,5,20,No,Still Employed
EMP-108878,43,Male,Divorced,Germany,PhD,6,Operations,Supply Chain Manager,Remote,No,2017-11-01,7.2,35881.57,5,1794.08,37675.65,Exceeds Expectations,2.4,1.6,4.1,2.1,No,5,0,9,No,Still Employed
EMP-108879,60,Female,Divorced,India,Bachelor's Degree,17,Product,Head of Product,Part-Time,No,2017-04-29,7.7,160660.74,20,32132.15,192792.89,Meets Expectations,1.2,3.7,3.7,3.8,No,9,5,17,No,Still Employed
EMP-108880,46,Non-Binary,Single,France,PhD,0,Legal,Legal Counsel,Full-Time,Hybrid,2014-12-31,10.0,167339.72,15,25100.96,192440.68,Exceeds Expectations,1.8,3.2,3.0,2.6,No,4,4,15,No,Still Employed
EMP-108881,44,Female,Single,United States,Associate Degree,21,Finance,Controller,Contract,Hybrid,2012-06-23,12.5,48452.03,15,7267.8,55719.83,Needs Improvement,3.9,1.5,4.2,3.0,Yes,9,2,26,No,Still Employed
EMP-108882,29,Female,Single,Brazil,Associate Degree,6,Data Science,ML Engineer,Contract,Hybrid,2018-12-15,6.0,164708.15,5,8235.41,172943.56,Meets Expectations,1.1,4.9,4.9,3.6,Yes,2,5,23,No,Still Employed
EMP-108883,31,Male,Married,France,PhD,4,Data Science,Data Scientist,Part-Time,Yes,2018-12-05,6.1,134789.7,15,20218.46,155008.16,Meets Expectations,4.0,4.7,1.1,2.4,Yes,2,2,15,Yes,Terminated
EMP-108884,44,Prefer not to say,Divorced,United Kingdom,High School,12,Product,Product Analyst,Full-Time,No,2019-11-01,5.2,32997.62,25,8249.41,41247.03,Exceeds Expectations,4.6,3.2,1.2,3.8,No,5,5,1,No,Still Employed
EMP-108885,45,Prefer not to say,Single,India,Bachelor's Degree,21,Customer Support,Support Manager,Full-Time,No,2014-11-12,10.1,103742.44,25,25935.61,129678.05,Meets Expectations,1.2,1.1,4.0,5.0,Yes,4,3,18,No,Still Employed
EMP-108886,43,Non-Binary,Widowed,UAE,PhD,3,Customer Support,Team Lead,Remote,No,2010-12-08,14.1,86501.94,15,12975.29,99477.23,Outstanding,3.2,3.9,1.1,2.6,No,4,4,2,Yes,Resigned
EMP-108887,40,Female,Married,United Kingdom,Bachelor's Degree,1,Engineering,Tech Lead,Full-Time,Yes,2020-02-19,4.9,68761.19,15,10314.18,79075.37,Meets Expectations,3.8,4.5,1.9,1.9,No,3,4,26,Yes,Terminated
EMP-108888,41,Prefer not to say,Married,United Kingdom,PhD,16,Product,Product Manager,Contract,Yes,2019-06-30,5.5,55552.39,5,2777.62,58330.01,Meets Expectations,3.4,4.2,1.2,1.4,Yes,1,3,18,Yes,Laid Off
EMP-108889,45,Male,Married,United States,Bachelor's Degree,0,Finance,Controller,Contract,Hybrid,2021-08-14,3.4,136222.61,25,34055.65,170278.26,Meets Expectations,3.9,3.9,1.8,4.8,No,1,5,1,No,Still Employed
EMP-108890,36,Prefer not to say,Married,United States,Bachelor's Degree,1,Data Science,Data Scientist,Contract,Yes,2022-07-01,2.5,33090.46,25,8272.61,41363.07,Outstanding,3.1,3.2,3.4,2.0,No,7,3,13,No,Still Employed
EMP-108891,47,Non-Binary,Divorced,Singapore,High School,23,Marketing,Content Strategist,Full-Time,Hybrid,2011-07-11,13.5,36731.75,5,1836.59,38568.34,Meets Expectations,2.7,2.4,3.3,1.0,Yes,7,5,22,No,Still Employed
EMP-108892,25,Prefer not to say,Married,UAE,Associate Degree,2,Product,UX Designer,Full-Time,No,2020-03-08,4.8,74482.58,10,7448.26,81930.84,Needs Improvement,2.5,1.9,5.0,2.9,No,5,1,22,No,Still Employed
EMP-108893,32,Prefer not to say,Married,India,Associate Degree,9,Marketing,SEO Specialist,Full-Time,Hybrid,2011-01-02,14.0,115583.32,0,0.0,115583.32,Meets Expectations,3.2,2.5,4.8,2.8,No,10,2,19,No,Still Employed
EMP-108894,26,Prefer not to say,Married,United States,Master's Degree,3,Marketing,CMO,Full-Time,Hybrid,2013-05-02,11.7,140246.72,10,14024.67,154271.39,Exceeds Expectations,1.3,2.9,4.4,3.5,Yes,3,1,17,No,Still Employed
EMP-108895,48,Non-Binary,Single,India,Bachelor's Degree,21,Customer Support,Support Manager,Full-Time,No,2010-03-04,14.8,114646.42,0,0.0,114646.42,Meets Expectations,4.7,2.1,4.1,1.2,No,8,0,18,No,Still Employed
EMP-108896,61,Prefer not to say,Single,Brazil,Associate Degree,11,Data Science,AI Researcher,Remote,No,2014-09-03,10.3,150475.1,20,30095.02,180570.12,Exceeds Expectations,3.0,2.8,4.1,3.7,Yes,4,3,10,No,Still Employed
EMP-108897,49,Female,Single,United Kingdom,Bachelor's Degree,10,HR,Compensation Analyst,Part-Time,No,2012-04-05,12.7,61128.11,20,12225.62,73353.73,Exceeds Expectations,2.9,4.4,1.5,3.0,Yes,4,2,8,No,Still Employed
EMP-108898,61,Prefer not to say,Single,Australia,PhD,28,Legal,Paralegal,Contract,Hybrid,2016-02-22,8.9,87822.28,10,8782.23,96604.51,Exceeds Expectations,1.8,3.8,2.6,2.0,Yes,10,4,2,No,Still Employed
EMP-108899,32,Male,Widowed,Canada,Associate Degree,4,Sales,Sales Representative,Contract,Hybrid,2012-09-24,12.3,82016.32,0,0.0,82016.32,Exceeds Expectations,3.1,2.2,1.4,4.3,Yes,4,5,27,No,Still Employed
EMP-108900,34,Male,Divorced,Canada,Master's Degree,7,Data Science,BI Developer,Full-Time,No,2013-10-28,11.2,105459.77,25,26364.94,131824.71,Outstanding,2.2,1.2,4.8,2.9,Yes,0,2,16,No,Still Employed
EMP-108901,35,Prefer not to say,Widowed,France,Associate Degree,4,HR,Recruiter,Part-Time,Hybrid,2010-03-14,14.8,97377.4,10,9737.74,107115.14,Outstanding,1.0,3.5,4.7,5.0,No,5,2,1,No,Still Employed
EMP-108902,38,Non-Binary,Married,Singapore,Bachelor's Degree,16,HR,Recruiter,Full-Time,Yes,2024-03-22,0.8,126731.86,10,12673.19,139405.05,Meets Expectations,2.2,3.6,4.7,1.3,Yes,10,2,20,No,Still Employed
EMP-108903,42,Male,Widowed,United States,PhD,8,Engineering,Senior Engineer,Full-Time,Yes,2022-04-04,2.7,120881.83,5,6044.09,126925.92,Meets Expectations,4.8,2.4,3.6,3.2,No,9,4,8,Yes,Terminated
EMP-108904,26,Male,Married,India,Associate Degree,2,Operations,COO,Full-Time,Yes,2023-12-01,1.1,158689.28,10,15868.93,174558.21,Exceeds Expectations,3.9,2.9,4.2,4.1,No,10,3,8,No,Still Employed
EMP-108905,40,Male,Widowed,United States,PhD,17,Operations,COO,Full-Time,No,2015-06-06,9.6,38061.72,0,0.0,38061.72,Meets Expectations,3.8,3.0,4.2,1.7,No,5,1,4,No,Still Employed
EMP-108906,27,Prefer not to say,Widowed,Singapore,Associate Degree,1,Operations,Process Analyst,Part-Time,No,2010-12-17,14.0,130646.99,5,6532.35,137179.34,Needs Improvement,2.7,4.9,1.7,1.2,Yes,10,3,25,No,Still Employed
EMP-108907,39,Female,Widowed,United States,Master's Degree,5,Customer Support,Support Agent,Remote,No,2016-10-20,8.2,165584.81,0,0.0,165584.81,Exceeds Expectations,2.6,2.1,1.1,3.5,No,10,1,12,No,Still Employed
EMP-108908,35,Male,Divorced,United Kingdom,Master's Degree,1,Marketing,SEO Specialist,Full-Time,Hybrid,2015-12-21,9.0,38930.07,0,0.0,38930.07,Meets Expectations,4.4,1.2,3.5,1.7,Yes,6,3,20,No,Still Employed
EMP-108909,37,Non-Binary,Married,United Kingdom,Associate Degree,4,Legal,Compliance Officer,Full-Time,No,2023-12-26,1.0,161148.45,25,40287.11,201435.56,Meets Expectations,1.3,4.9,1.1,3.7,Yes,5,2,30,No,Still Employed
EMP-108910,50,Prefer not to say,Widowed,Brazil,PhD,24,Customer Support,Team Lead,Full-Time,Yes,2023-02-09,1.9,79863.31,10,7986.33,87849.64,Meets Expectations,3.2,1.0,3.2,4.0,Yes,5,4,18,No,Still Employed
EMP-108911,42,Prefer not to say,Divorced,India,High School,3,Finance,CFO,Full-Time,No,2016-02-23,8.9,47066.85,0,0.0,47066.85,Exceeds Expectations,4.5,3.3,3.3,3.6,Yes,0,4,9,No,Still Employed
EMP-108912,56,Female,Divorced,India,Associate Degree,1,Legal,Paralegal,Full-Time,Hybrid,2011-04-14,13.7,154292.77,25,38573.19,192865.96,Meets Expectations,4.1,3.1,3.4,1.1,No,9,0,9,No,Still Employed
EMP-108913,40,Non-Binary,Widowed,Australia,PhD,15,HR,HR Coordinator,Full-Time,Hybrid,2023-01-11,2.0,84622.02,10,8462.2,93084.22,Needs Improvement,4.9,1.3,2.3,4.3,No,6,2,21,Yes,Resigned
EMP-108914,47,Male,Single,Singapore,Associate Degree,3,Operations,Process Analyst,Full-Time,Hybrid,2010-01-29,14.9,143953.13,10,14395.31,158348.44,Outstanding,1.7,1.6,1.7,2.8,Yes,1,1,3,No,Still Employed
EMP-108915,32,Male,Widowed,United States,PhD,0,Marketing,Brand Manager,Full-Time,No,2024-04-28,0.7,42473.82,15,6371.07,48844.89,Meets Expectations,4.7,3.4,3.5,3.7,Yes,0,2,16,No,Still Employed
EMP-108916,49,Non-Binary,Widowed,France,Associate Degree,16,Engineering,Software Engineer,Contract,Yes,2012-12-17,12.0,112884.72,20,22576.94,135461.66,Meets Expectations,3.6,4.1,4.2,4.1,No,3,2,9,Yes,Terminated
EMP-108917,37,Non-Binary,Widowed,Australia,High School,1,Engineering,Tech Lead,Full-Time,No,2016-08-13,8.4,139823.05,10,13982.31,153805.36,Meets Expectations,4.8,2.5,2.7,3.3,Yes,10,4,18,No,Still Employed
EMP-108918,55,Prefer not to say,Widowed,Singapore,Master's Degree,10,Engineering,Software Engineer,Full-Time,No,2020-12-19,4.0,170886.99,0,0.0,170886.99,Meets Expectations,4.8,1.1,3.9,1.5,Yes,4,5,12,No,Still Employed
EMP-108919,54,Male,Widowed,Australia,High School,10,Finance,Financial Analyst,Contract,No,2024-01-12,1.0,93906.16,5,4695.31,98601.47,Meets Expectations,4.8,2.9,4.3,4.8,Yes,7,5,27,Yes,Terminated
EMP-108920,38,Prefer not to say,Widowed,United States,Associate Degree,3,Operations,Logistics Coordinator,Full-Time,No,2022-01-08,3.0,174676.73,5,8733.84,183410.57,Meets Expectations,1.5,2.0,4.0,2.9,No,0,5,30,No,Still Employed
EMP-108921,28,Non-Binary,Divorced,Australia,PhD,4,Marketing,SEO Specialist,Full-Time,No,2019-01-06,6.0,126195.13,0,0.0,126195.13,Meets Expectations,1.5,2.2,2.0,3.7,Yes,9,1,24,No,Still Employed
EMP-108922,51,Male,Widowed,Canada,High School,29,Engineering,DevOps Engineer,Contract,Hybrid,2015-02-24,9.9,68062.53,25,17015.63,85078.16,Meets Expectations,1.1,4.1,4.1,4.1,No,9,5,20,No,Still Employed
EMP-108923,37,Prefer not to say,Widowed,Brazil,High School,0,Marketing,Marketing Analyst,Part-Time,No,2020-04-04,4.7,130344.15,5,6517.21,136861.36,Meets Expectations,5.0,3.1,4.9,3.9,No,10,3,30,No,Still Employed
EMP-108924,35,Non-Binary,Single,Australia,PhD,12,Sales,Sales Manager,Full-Time,No,2021-09-25,3.3,50773.58,15,7616.04,58389.62,Exceeds Expectations,2.3,4.8,2.0,1.6,No,8,2,1,No,Still Employed
EMP-108925,37,Male,Widowed,Canada,Bachelor's Degree,9,HR,Compensation Analyst,Full-Time,No,2022-12-12,2.1,68651.33,0,0.0,68651.33,Meets Expectations,2.5,4.2,3.9,3.9,Yes,1,2,23,No,Still Employed
EMP-108926,56,Female,Married,Singapore,High School,28,Customer Support,Customer Success,Part-Time,No,2013-11-04,11.2,67579.28,15,10136.89,77716.17,Exceeds Expectations,3.6,2.9,1.2,1.6,Yes,8,0,22,No,Still Employed
EMP-108927,59,Prefer not to say,Married,Singapore,Master's Degree,13,Legal,Compliance Officer,Full-Time,Hybrid,2014-01-22,10.9,170198.71,20,34039.74,204238.45,Exceeds Expectations,1.7,4.4,2.7,4.5,No,0,0,11,No,Still Employed
EMP-108928,54,Prefer not to say,Married,France,Bachelor's Degree,13,Customer Support,Technical Support,Full-Time,No,2021-06-09,3.6,138229.68,20,27645.94,165875.62,Meets Expectations,1.0,3.5,2.8,3.6,Yes,5,0,27,No,Still Employed
EMP-108929,58,Male,Widowed,Singapore,PhD,27,Engineering,DevOps Engineer,Full-Time,Hybrid,2010-01-09,15.0,99052.4,20,19810.48,118862.88,Exceeds Expectations,3.8,1.3,2.8,2.2,No,2,3,29,No,Still Employed
EMP-108930,37,Male,Single,Brazil,High School,10,Customer Support,Support Manager,Full-Time,No,2014-01-16,11.0,60557.32,5,3027.87,63585.19,Outstanding,3.3,1.6,2.0,3.8,Yes,3,2,29,No,Still Employed
EMP-108931,30,Female,Married,Australia,High School,3,Engineering,Software Engineer,Full-Time,Hybrid,2013-04-02,11.8,56357.36,15,8453.6,64810.96,Exceeds Expectations,5.0,1.5,2.6,3.7,Yes,0,4,18,No,Still Employed
EMP-108932,36,Non-Binary,Married,United Kingdom,High School,5,Finance,Budget Analyst,Remote,Hybrid,2013-05-18,11.6,94952.96,10,9495.3,104448.26,Exceeds Expectations,4.0,3.0,4.2,2.6,No,7,1,25,Yes,Retired
EMP-108933,31,Non-Binary,Divorced,India,Master's Degree,2,Sales,BDR,Full-Time,No,2013-08-15,11.4,77138.99,20,15427.8,92566.79,Meets Expectations,4.0,3.9,4.0,3.9,Yes,1,0,26,No,Still Employed
EMP-108934,57,Non-Binary,Divorced,United States,Associate Degree,3,Data Science,Data Scientist,Remote,No,2018-07-27,6.4,147460.9,0,0.0,147460.9,Meets Expectations,1.2,4.9,2.5,3.6,Yes,8,0,28,No,Still Employed
EMP-108935,40,Prefer not to say,Married,UAE,High School,14,Engineering,Senior Engineer,Full-Time,No,2010-08-18,14.4,121943.9,10,12194.39,134138.29,Exceeds Expectations,2.8,3.8,2.9,2.2,No,6,3,16,No,Still Employed
EMP-108936,60,Female,Divorced,India,Master's Degree,1,Finance,Financial Analyst,Full-Time,No,2023-08-27,1.3,148362.16,10,14836.22,163198.38,Meets Expectations,1.9,2.3,2.0,1.2,No,8,3,27,No,Still Employed
EMP-108937,46,Prefer not to say,Divorced,UAE,PhD,5,Data Science,Data Scientist,Part-Time,Yes,2020-01-24,4.9,152749.48,15,22912.42,175661.9,Exceeds Expectations,1.5,1.7,1.5,4.4,Yes,4,5,14,No,Still Employed
EMP-108938,29,Non-Binary,Divorced,Brazil,PhD,6,Legal,Legal Counsel,Part-Time,Yes,2017-06-30,7.5,70788.56,0,0.0,70788.56,Meets Expectations,2.7,2.0,2.7,3.5,No,8,4,30,No,Still Employed
EMP-108939,53,Non-Binary,Single,Singapore,PhD,21,Engineering,DevOps Engineer,Full-Time,No,2018-09-27,6.3,57556.23,10,5755.62,63311.85,Meets Expectations,1.0,1.1,3.1,3.2,Yes,9,5,22,No,Still Employed
EMP-108940,30,Male,Married,United States,Master's Degree,1,Legal,Legal Counsel,Remote,Yes,2020-04-19,4.7,82364.53,10,8236.45,90600.98,Exceeds Expectations,2.9,2.3,1.7,3.9,No,7,3,7,No,Still Employed
EMP-108941,33,Female,Single,Germany,Bachelor's Degree,0,Customer Support,Customer Success,Full-Time,No,2020-10-03,4.2,50733.47,20,10146.69,60880.16,Exceeds Expectations,4.8,3.4,4.1,3.3,Yes,4,2,19,Yes,Resigned
EMP-108942,62,Male,Single,India,Master's Degree,20,Customer Support,Team Lead,Full-Time,No,2017-02-19,7.9,57088.43,20,11417.69,68506.12,Exceeds Expectations,4.2,4.7,4.2,4.5,Yes,4,5,27,No,Still Employed
EMP-108943,27,Female,Single,United States,Associate Degree,0,Engineering,Tech Lead,Part-Time,Yes,2012-09-22,12.3,149648.46,5,7482.42,157130.88,Exceeds Expectations,1.2,3.2,2.2,2.8,Yes,10,2,24,No,Still Employed
EMP-108944,23,Female,Divorced,Australia,Associate Degree,0,Marketing,SEO Specialist,Full-Time,Hybrid,2019-04-28,5.7,56221.8,5,2811.09,59032.89,Exceeds Expectations,3.0,1.9,2.9,1.2,Yes,6,2,16,No,Still Employed
EMP-108945,36,Male,Married,Singapore,PhD,7,Sales,Account Executive,Full-Time,Yes,2010-07-12,14.5,47598.23,5,2379.91,49978.14,Meets Expectations,1.1,2.0,4.4,2.4,Yes,7,4,16,No,Still Employed
EMP-108946,37,Non-Binary,Divorced,Brazil,High School,8,Operations,Supply Chain Manager,Full-Time,Hybrid,2023-03-06,1.8,157081.63,5,7854.08,164935.71,Exceeds Expectations,2.8,2.3,4.5,3.1,Yes,6,1,24,No,Still Employed
EMP-108947,58,Male,Single,United States,Bachelor's Degree,7,HR,Compensation Analyst,Full-Time,No,2016-09-20,8.3,40573.28,0,0.0,40573.28,Exceeds Expectations,4.6,2.8,4.6,4.1,Yes,5,0,11,No,Still Employed
EMP-108948,52,Male,Single,United Kingdom,Master's Degree,22,HR,Recruiter,Full-Time,No,2014-01-16,11.0,158854.31,15,23828.15,182682.46,Meets Expectations,3.4,1.3,3.3,2.9,No,3,5,20,No,Still Employed
EMP-108949,31,Male,Married,Germany,PhD,2,Legal,Paralegal,Full-Time,Yes,2018-03-04,6.8,68287.81,20,13657.56,81945.37,Outstanding,2.8,1.6,1.5,2.9,Yes,10,1,13,No,Still Employed
EMP-108950,38,Male,Single,Singapore,PhD,2,Operations,Operations Analyst,Part-Time,Yes,2023-03-06,1.8,54870.06,20,10974.01,65844.07,Meets Expectations,2.7,4.0,4.2,2.4,Yes,7,2,6,No,Still Employed
EMP-108951,41,Non-Binary,Single,India,High School,12,Operations,Operations Analyst,Full-Time,No,2015-12-19,9.0,93176.8,25,23294.2,116471.0,Outstanding,4.6,3.1,4.0,3.9,No,9,2,29,No,Still Employed
EMP-108952,27,Non-Binary,Single,Germany,High School,2,Finance,Financial Analyst,Full-Time,Yes,2010-06-24,14.5,94588.47,20,18917.69,113506.16,Needs Improvement,1.8,4.7,2.7,3.5,No,4,5,3,No,Still Employed
EMP-108953,42,Prefer not to say,Divorced,France,Bachelor's Degree,13,Legal,Legal Counsel,Full-Time,No,2016-02-20,8.9,178230.69,20,35646.14,213876.83,Exceeds Expectations,3.0,3.2,2.6,4.2,No,3,1,12,No,Still Employed
EMP-108954,22,Male,Widowed,India,Associate Degree,0,Customer Support,Technical Support,Full-Time,Hybrid,2024-01-11,1.0,87979.54,0,0.0,87979.54,Exceeds Expectations,1.1,4.4,4.4,3.6,Yes,6,2,21,No,Still Employed
